H|       21949| |04 43 03.95|-70 55 52.0| 5.53| |H|070.76644496|-70.93111187| |   6.75|    9.30|   34.77|  0.51|  0.46|  0.49|  0.54|  0.56|-0.11| 0.13|-0.03|-0.39| 0.12| 0.03| 0.11|-0.09|-0.13|-0.10|  1|-0.43| 21949| 5.372|0.003| 5.503|0.003| |-0.114|0.004|T|-.10|0.01|L| | 5.4909|0.0007|0.005|102| | 5.48| 5.50|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 30612|          |          |P-71   282|-.11|B9IV        |X 
H|       22109| |04 45 30.14|-03 15 16.6| 4.01|1|H|071.37558764|-03.25462465| |   6.13|   17.27|  -13.51|  0.88|  0.57|  1.03|  1.31|  0.80|-0.20| 0.31|-0.04| 0.04| 0.05| 0.31| 0.09| 0.38|-0.23|-0.51|  0|-1.31| 22109| 3.839|0.003| 3.990|0.003| |-0.148|0.003|G|-.13|0.02|A| | 3.9696|0.0016|0.008| 60| | 3.96| 3.99|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 30211|B-03  876 |          |          |-.13|B5IV        |X 
H|       22449| |04 49 50.14|+06 57 40.5| 3.19| |G|072.45890935|+06.96124744| | 124.60|  463.44|   11.62|  0.84|  0.60|  0.95|  0.93|  0.77| 0.40| 0.47| 0.00| 0.22| 0.24|-0.02| 0.16| 0.51|-0.04| 0.54|  0|-0.04| 22449| 3.745|0.003| 3.241|0.003| | 0.484|0.003|T|0.53|0.02|A| | 3.2862|0.0005|0.004| 64| | 3.28| 3.29|       |C| | |04499+0657|I| 1| 1| | | |  |   |       |     |     |    |S| | | 30652|B+06  762 |          |          |0.53|F6V         |X 
H|       22783| |04 54 03.01|+66 20 33.6| 4.26|1|H|073.51254425|+66.34266029| |   0.47|    0.49|    7.31|  0.43|  0.42|  0.60|  0.46|  0.45| 0.08| 0.21| 0.05| 0.04| 0.29| 0.07| 0.27| 0.01|-0.03| 0.20|  1| 0.29| 22783| 4.286|0.002| 4.300|0.002| |-0.008|0.003|T|0.09|0.03|C| | 4.2940|0.0013|0.014|132| | 4.28| 4.32|       |U|2| |          | |  | 1| | | |  |   |       |     |     |    |S| | | 30614|B+66  358 |          |          |0.09|O9.5Ia SB:  |G 
H|       23015| |04 56 59.62|+33 09 58.1| 2.69| |G|074.24840098|+33.16613537| |   6.37|    3.63|  -18.54|  0.85|  0.59|  0.96|  0.91|  0.71|-0.03| 0.50|-0.17| 0.18| 0.19| 0.08| 0.05| 0.16|-0.22|-0.13|  0| 1.46| 23015| 4.683|0.004| 2.857|0.003| | 1.490|0.042|G|1.46|0.03|C| | 2.8337|0.0014|0.005| 39| | 2.83| 2.84|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 31398|B+32  855 |          |          |1.46|K3IIvar     |X 
H|       23685| |05 05 27.65|-22 22 15.1| 3.19|1|H|076.36521705|-22.37085673| |  14.39|   19.27|  -72.35|  0.45|  0.46|  0.68|  0.66|  0.63|-0.19| 0.16|-0.04| 0.20|-0.21| 0.12|-0.21| 0.16|-0.14|-0.30|  0| 0.69| 23685| 5.116|0.003| 3.351|0.002| | 1.460|0.043|G|1.50|0.02|A| | 3.3215|0.0006|0.006|137| | 3.31| 3.33|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 32887|B-22 1000 |C-22  1997|P-22   698|1.50|K4III       |4 
H|       24244| |05 12 17.89|-11 52 08.9| 4.45| |G|078.07453075|-11.86914287| |  13.53|   24.95|  -31.22|  0.55|  0.44|  0.69|  0.55|  0.48|-0.09| 0.34| 0.01| 0.26|-0.28|-0.01|-0.32| 0.21|-0.15|-0.20|  4| 1.35| 24244| 4.340|0.003| 4.447|0.002| |-0.099|0.005|G|-.08|0.02|A| | 4.4260|0.0005|0.004| 90| | 4.42| 4.44|       |C| | |05123-1152|I| 1| 1| | | |  |   |       |     |     |    |S| | | 33802|B-12 1095 |          |          |-.08|B8V         |X 
H|       24608| |05 16 41.30|+45 59 56.5| 0.08|1|G|079.17206517|+45.99902927|+|  77.29|   75.52| -427.13|  0.80|  0.51|  0.89|  0.77|  0.50| 0.27| 0.51| 0.13| 0.06|-0.01| 0.01|-0.07| 0.03|-0.12| 0.16|  2| 3.79| 24608|      |     |      |     | | 0.795|0.019|G|0.83|0.01|R| | 0.2385|0.0023|0.011| 52| | 0.22| 0.25|       |U|2| |05168+4559|I| 1| 1|O| | |  |   |       |     |     |    |S| |P| 34029|B+45 1077 |          |          |0.83|M1: comp    |G 
H|       25110| |05 22 33.78|+79 13 50.7| 5.08| |H|080.64073869|+79.23075701| |  47.66|  -78.60|  161.13|  0.37|  0.45|  0.52|  0.38|  0.50| 0.00| 0.31|-0.08| 0.22| 0.03| 0.13| 0.11|-0.21| 0.02| 0.21|  2| 0.35| 25110| 5.674|0.002| 5.143|0.002| | 0.506|0.002|T|0.58|0.00|L| | 5.1900|0.0006|0.006|151| | 5.18| 5.20|       | | | |05227+7913|I| 1| 1| | | |  |   |       |     |     |    |S| | | 33564|B+79  169 |          |          |0.57|F6V         |X 
H|       25859| |05 31 12.74|-35 28 13.6| 3.86| |G|082.80306450|-35.47043592| |  11.77|   28.36|  -34.11|  0.40|  0.41|  0.51|  0.48|  0.51| 0.00| 0.12| 0.00| 0.08|-0.11| 0.20|-0.08|-0.03|-0.15|-0.04|  0| 0.15| 25859| 5.340|0.002| 3.996|0.002| | 1.130|0.034|G|1.09|0.02|A| | 4.0314|0.0004|0.004|134| | 4.02| 4.04|       | | | |          | |  | 1|G| | |  |   |       |     |     |    |S| | | 36597|          |C-35  2348|P-35   672|1.09|K1II/III    |3 
H|       25918| |05 31 52.66|-76 20 30.0| 5.18| |G|082.96942437|-76.34166340| |  32.43|  143.20|  287.75|  1.25|  1.02|  1.29|  1.24|  1.37|-0.12| 0.24| 0.02|-0.26|-0.01|-0.05|-0.05|-0.12|-0.04|-0.06|  1|     | 25918| 6.647|0.003| 5.303|0.002| | 1.130|0.015|G|1.11|0.01|G| | 5.3394|0.0006|0.006|125| | 5.33| 5.35|       | | | |05319-7620|I| 1| 1|X| | |  |   |       |     |     |    |S| | | 37763|          |          |P-76   333|1.11|K4III       |X 
H|       26451| |05 37 38.68|+21 08 33.3| 2.97|2|H|084.41118447|+21.14259299|*|   7.82|    2.39|  -18.04|  1.14|  0.76|  1.02|  1.45|  1.02| 0.18| 0.20|-0.20| 0.31| 0.43|-0.05| 0.44| 0.31|-0.08| 0.63|  0| 1.54| 26451| 2.802|0.007| 2.972|0.008| |-0.148|0.009|T|-.15|0.01|L| | 2.9184|0.0118|0.055| 51| | 2.85| 2.98|       |U|2|C|          | |  | 1|V| | |  |   |       |     |     |    |S| |P| 37202|B+21  908 |          |          |-.15|B4IIIp      |X 
H|       27100| |05 44 46.42|-65 44 07.9| 4.34| |G|086.19341279|-65.73554080| |  22.48|  -28.38|    6.12|  0.42|  0.44|  0.46|  0.35|  0.47|-0.06| 0.24|-0.14|-0.33| 0.04|-0.09| 0.04|-0.19| 0.04|-0.02|  2| 0.39| 27100| 4.610|0.002| 4.367|0.002| | 0.217|0.009|G|0.27|0.02|A| | 4.3927|0.0005|0.005|112| | 4.39| 4.40|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 39014|          |          |P-65   496|0.27|A7V         |X 
H|       27321| |05 47 17.08|-51 04 00.2| 3.85| |G|086.82118054|-51.06671329| |  51.87|    4.65|   81.96|  0.45|  0.46|  0.51|  0.53|  0.61|-0.08| 0.04|-0.05|-0.04| 0.07|-0.09| 0.06| 0.00|-0.21| 0.01|  0| 0.22| 27321| 4.077|0.002| 3.879|0.002| | 0.171|0.002|G|0.18|0.02|A| | 3.9077|0.0006|0.005|102| | 3.90| 3.92|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 39060|          |C-51  1620|P-51   774|0.18|A3V         |X 
H|       27366| |05 47 45.39|-09 40 10.6| 2.07|1|G|086.93911641|-09.66960186| |   4.52|    1.55|   -1.20|  0.67|  0.52|  0.77|  0.67|  0.50| 0.37| 0.02|-0.16|-0.30|-0.54| 0.20|-0.50|-0.13|-0.05| 0.27|  3| 1.54| 27366| 1.906|0.005| 2.037|0.004| |-0.168|0.027|G|-.14|0.02|A| | 2.0065|0.0020|0.014| 83| | 1.99| 2.02|       |U|2| |          | |  | 1| | | |  |   |       |     |     |    |S| |P| 38771|B-09 1235 |          |          |-.14|B0.5Iavar   |X 
H|       27530| |05 49 49.58|-56 09 59.4| 4.50| |G|087.45656999|-56.16648860| |  18.78|   81.61|  -71.77|  0.45|  0.44|  0.47|  0.51|  0.57| 0.05|-0.03|-0.04| 0.16|-0.01|-0.04|-0.01| 0.10|-0.16| 0.08|  0|-1.15| 27530| 5.900|0.004| 4.619|0.002| | 1.075|0.052|G|1.06|0.02|A| | 4.6622|0.0008|0.006| 99| | 4.65| 4.67|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 39523|          |          |P-56   946|1.06|K1III       |X 
H|       27890| |05 54 05.90|-63 05 27.7| 4.65| |G|088.52458376|-63.09102096| |  36.67|  120.11|  573.43|  0.48|  0.44|  0.48|  0.56|  0.53|-0.09| 0.11|-0.10| 0.24|-0.10| 0.00|-0.10| 0.15|-0.14|-0.08|  1| 0.49| 27890| 5.982|0.004| 4.764|0.004| | 1.022|0.045|G|1.03|0.02|A| | 4.8015|0.0005|0.005|116| | 4.80| 4.81|       | | | |          | |  | 1|G| | |  |   |       |     |     |    |S| | | 40409|          |C-63   218|P-63   498|1.03|K1III/IV    |1 
H|       27913| |05 54 23.08|+20 16 35.1| 4.39|1|H|088.59618305|+20.27641498| | 115.43| -163.17|  -98.92|  1.04|  0.61|  1.08|  1.06|  0.60| 0.35| 0.40|-0.25|-0.35|-0.59| 0.22|-0.44|-0.70| 0.13| 0.59|  0|-1.44| 27913| 5.125|0.003| 4.466|0.003| | 0.594|0.008|G|0.66|0.02|G| | 4.5219|0.0010|0.010| 95| | 4.51| 4.54|       |M| | |05544+2017|I| 1| 1| | | |  |   |       |     |     |    |S| | | 39587|B+20 1162 |          |          |0.66|G0V         |X 
H|       28328| |05 59 08.79|-42 48 54.4| 3.96| |G|089.78662719|-42.81510761| |   6.14|   18.53|  -11.45|  0.44|  0.44|  0.52|  0.48|  0.49| 0.00| 0.09|-0.19|-0.07|-0.11| 0.22|-0.06|-0.14| 0.14|-0.03|  0|-0.38| 28328| 5.420|0.003| 4.068|0.002| | 1.146|0.003|T|1.06|0.02|A| | 4.1205|0.0004|0.004|130| | 4.11| 4.13|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 40808|          |C-42  2266|P-42   792|1.06|K0III       |X 
H|       28380| |05 59 43.24|+37 12 46.0| 2.65|1|G|089.93015897|+37.21276409| |  18.83|   42.09|  -73.61|  0.77|  0.49|  0.81|  1.04|  0.55| 0.25| 0.25|-0.10| 0.10|-0.22| 0.07|-0.09|-0.56| 0.29| 0.33|  0|-0.41| 28380| 2.574|0.005| 2.641|0.009| |-0.083|0.004|G|-.06|0.01|H| | 2.6103|0.0022|0.014| 98| | 2.59| 2.62|   3.62|P|1|A|05597+3713|I| 1| 1| | | |  |   |       |     |     |    |S| |P| 40312|B+37 1380 |          |          |-.06|A0p Si      |G 
H|       28734|H|06 04 07.22|+23 15 49.1| 4.16| |G|091.03006890|+23.26363207|*|  21.64|   -2.60| -119.72|  1.02|  0.70|  1.06|  1.19|  0.79| 0.32| 0.43|-0.32|-0.32|-0.60| 0.12|-0.37|-0.69| 0.21| 0.70|  0| 1.13| 28734| 5.221|0.003| 4.266|0.003|*| 0.835|0.001|G|0.88|0.01|G|*| 4.3198|0.0007|0.004| 78|*| 4.31| 4.33|       |D| | |06041+2316|I| 1| 2|C|S|A|AB|227|  0.185|0.008| 0.73|0.14|S| | | 41116|B+23 1170 |          |          |0.88|G7III       |X 
H|       28910| |06 06 09.33|-14 56 07.0| 4.67| |G|091.53889172|-14.93528629| |  19.14|  -16.87|   13.16|  0.50|  0.43|  0.70|  0.66|  0.44| 0.02| 0.08|-0.20| 0.09|-0.56| 0.31|-0.47| 0.06| 0.00| 0.26|  1|-0.75| 28910| 4.727|0.002| 4.674|0.002| | 0.046|0.002|G|0.04|0.02|A| | 4.6890|0.0004|0.004|175| | 4.68| 4.70|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 41695|B-14 1331 |          |          |0.04|A0V         |4 
H|       29134| |06 08 44.34|-68 50 36.4| 5.06| |H|092.18476724|-68.84345717| |  11.78|  -50.90|   19.68|  0.50|  0.43|  0.48|  0.53|  0.49| 0.01| 0.22| 0.07|-0.24| 0.01| 0.08| 0.03| 0.07|-0.06|-0.13|  2| 0.31| 29134| 4.970|0.002| 5.038|0.002| |-0.072|0.004|G|-.08|0.02|A| | 5.0310|0.0005|0.004| 91| | 5.02| 5.04|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 43107|          |          |P-68   474|-.08|B8V         |X 
H|       29651| |06 14 51.34|-06 16 29.0| 3.99| |H|093.71390194|-06.27472737| |   5.06|   -6.18|  -20.06|  0.78|  0.63|  0.90|  0.77|  0.66| 0.24| 0.28|-0.40|-0.42|-0.19|-0.17|-0.21|-0.51| 0.28| 0.10|  0|-0.14| 29651| 5.712|0.004| 4.129|0.003| | 1.319|0.006|G|1.27|0.02|A| | 4.1466|0.0008|0.005| 83| | 4.14| 4.16|       |C| | |06149-0616|I| 1| 1| | | |  |   |       |     |     |    |S| | | 43232|B-06 1469 |          |          |1.27|K3III       |X 
H|       30060| |06 19 37.39|+59 00 39.3| 4.44| |H|094.90579498|+59.01090518|+|  21.88|   -3.51|   24.43|  4.55|  3.16|  0.95|  1.20|  0.57|-0.46| 0.42|-0.18| 0.74|-0.39| 0.32| 0.03|-0.01| 0.01| 0.12|  0|-0.20| 30060| 4.484|0.003| 4.449|0.003| | 0.032|0.004|T|0.05|0.00|L| | 4.4594|0.0004|0.004| 87| | 4.45| 4.47|       |C| | |          | |  | 1|O| | |  |   |       |     |     |    |S| | | 43378|B+59  959 |          |          |0.04|A2Vs        |X 
H|       30122| |06 20 18.79|-30 03 48.2| 3.02|1|G|095.07827982|-30.06337656| |   9.70|    8.00|    3.81|  0.40|  0.43|  0.58|  0.54|  0.51| 0.04| 0.03|-0.07|-0.11|-0.09| 0.25|-0.06|-0.06|-0.07|-0.07|  0|-0.76| 30122| 2.803|0.002| 2.988|0.002| |-0.160|0.002|T|-.20|0.02|A| | 2.9524|0.0004|0.004|126| | 2.94| 2.96|       |M| | |06203-3003|I| 1| 1| | | |  |   |       |     |     |    |S| | | 44402|          |C-30  3038|P-30  1217|-.20|B2.5V       |3 
H|       30277| |06 22 06.85|-33 26 10.6| 3.85| |G|095.52852147|-33.43627251|+|  13.75|  -24.19|  -52.48|  0.74|  1.07|  0.60|  0.54|  0.63| 0.43| 0.22| 0.06| 0.34| 0.24| 0.29|-0.12|-0.49| 0.03|-0.23|  1| 0.09| 30277| 4.939|0.002| 3.943|0.002| | 0.858|0.034|G|0.88|0.02|A| | 3.9932|0.0005|0.004|110| | 3.99| 4.00|       | | | |          | |  | 1|O| | |  |   |       |     |     |    |S| | | 44762|          |C-33  2927|P-33  1122|0.88|G7II        |3 
H|       31978|H|06 40 58.66|+09 53 44.7| 4.66|1|G|100.24442101|+09.89576021|A|   3.19|   -0.66|   -2.51|  0.73|  0.52|  0.73|  0.78|  0.57|-0.01| 0.32|-0.23|-0.18|-0.08|-0.07|-0.09|-0.30|-0.02| 0.13|  1|-0.82| 31978| 4.371|0.005| 4.635|0.005|A|-0.233|0.005|G|-.22|0.02|A|*| 4.5554|0.0030|0.015| 56|*| 4.53| 4.57|       |U|2| |06410+0953|I| 1| 2|C| |A|AB|213|  2.909|0.012| 3.33|0.06|S| |W| 47839|B+10 1220 |          |          |-.22|O7          |X 
H|       32362| |06 45 17.43|+12 53 45.8| 3.35| |H|101.32263980|+12.89605513| |  57.02| -115.16| -190.91|  0.74|  0.43|  0.83|  0.67|  0.50|-0.10| 0.54|-0.10|-0.15| 0.07|-0.31| 0.04|-0.43|-0.07| 0.08|  0|-1.42| 32362| 3.879|0.003| 3.393|0.002| | 0.443|0.008|G|0.48|0.03|C| | 3.4417|0.0005|0.004| 86| | 3.44| 3.45|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 48737|B+13 1396 |          |          |0.48|F5IV        |X 
H|       32607| |06 48 11.54|-61 56 31.1| 3.24| |H|102.04807134|-61.94197988| |  32.96|  -68.39|  242.03|  2.22|  1.87|  2.14|  2.34|  2.29|-0.01| 0.03|-0.01|-0.13|-0.05|-0.18|-0.06|-0.06| 0.00|-0.04|  1|     | 32607| 3.525|0.002| 3.276|0.002| | 0.225|0.019|G|0.28|0.02|A| | 3.3114|0.0005|0.004| 98| | 3.30| 3.32|       | | | |          | |  | 1|X| |S|  |   |       |     |     |    |S| | | 50241|          |          |P-61   720|0.28|A7IV        |X 
H|       33160| |06 54 11.48|-12 02 18.9| 4.08|1|H|103.54783633|-12.03859273| |  12.94| -139.04|  -14.47|  0.76|  0.53|  0.87|  0.72|  0.58|-0.19| 0.49|-0.31|-0.23| 0.06|-0.16| 0.12|-0.22| 0.22|-0.01|  2| 0.97| 33160| 5.955|0.004| 4.240|0.003| | 1.418|0.036|G|1.49|0.02|A| | 4.2092|0.0011|0.006| 69| | 4.20| 4.22|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 50778|B-11 1681 |          |          |1.49|K4III       |X 
H|       34481| |07 08 44.82|-70 29 57.1| 3.78| |G|107.18676883|-70.49919435|A|  23.02|   23.71|  108.06|  0.92|  0.79|  0.69|  0.94|  0.75|-0.02| 0.23| 0.07|-0.23| 0.01|-0.02| 0.03|-0.02| 0.05|-0.06|  5| 1.48| 34481| 5.073|0.003| 3.876|0.002|A| 1.006|0.015|G|0.94|0.02|A| | 3.9295|0.0086|0.042| 90|A| 3.89| 4.02|       |D| | |07087-7030|I| 2| 1|C|P|A|  |   |       |     |     |    |S| | | 55865|          |          |P-70   600|0.94|G8IIIvar    |X 
H|       35228| |07 16 49.83|-67 57 25.8| 3.97| |H|109.20762844|-67.95717248| |   4.94|   -4.11|    8.50|  0.48|  0.40|  0.46|  0.56|  0.42| 0.09| 0.21| 0.15| 0.06|-0.15|-0.15|-0.11| 0.05| 0.09|-0.15|  0|-0.18| 35228| 4.940|0.003| 4.056|0.002| | 0.760|0.025|G|0.78|0.02|A| | 4.1197|0.0005|0.004|105| | 4.11| 4.13|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 57623|          |          |P-67   730|0.78|F6II        |X 
H|       35904| |07 24 05.71|-29 18 11.2| 2.45|2|G|111.02377104|-29.30311979| |   1.02|   -3.76|    6.66|  0.37|  0.44|  0.57|  0.44|  0.60| 0.25| 0.08|-0.16| 0.22| 0.03| 0.19| 0.08|-0.01| 0.06| 0.30|  2|-1.81| 35904| 2.398|0.004| 2.451|0.003| |-0.083|0.010|G|0.01|0.02|A| | 2.4215|0.0021|0.030|156| | 2.38| 2.48|       |U|2| |07240-2918|I| 1| 1| | | |  |   |       |     |     |    |S| | | 58350|          |C-29  4328|P-29  1680|0.01|B5Ia        |3 
H|       36145| |07 26 42.86|+49 12 41.9| 4.61| |H|111.67858726|+49.21164489| |  13.11|  -10.79|  -48.57|  0.64|  0.58|  0.79|  0.88|  0.63|-0.37| 0.05| 0.11|-0.26| 0.19| 0.19| 0.21|-0.60|-0.24|-0.27|  0|-0.22| 36145| 4.611|0.002| 4.614|0.002| |-0.001|0.002|T|0.02|0.00|L| | 4.6188|0.0006|0.005| 94| | 4.61| 4.63|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 58142|B+49 1623 |          |          |0.01|A1V         |X 
H|       36188| |07 27 09.07|+08 17 21.9| 2.89|1|G|111.78780121|+08.28940893| |  19.16|  -50.28|  -38.45|  0.77|  0.48|  0.85|  0.77|  0.52|-0.12| 0.37|-0.27|-0.24|-0.12|-0.14|-0.14|-0.23| 0.07|-0.11|  0| 1.74| 36188| 2.794|0.003| 2.878|0.003| |-0.097|0.008|G|-.07|0.02|A| | 2.8546|0.0004|0.005| 65| | 2.84| 2.86|       |M| | |07272+0818|I| 1| 1| | | |  |   |       |     |     |    |S| | | 58715|B+08 1774 |          |          |-.07|B8Vvar      |X 
H|       37279| |07 39 18.54|+05 13 39.0| 0.40| |G|114.82724194|+05.22750767|+| 285.93| -716.57|-1034.58|  0.82|  0.50|  0.88|  0.88|  0.38| 0.03| 0.21|-0.30|-0.19|-0.06|-0.22|-0.07|-0.55| 0.14| 0.09|  0| 1.94| 37279|      |     |      |     | | 0.432|0.015|G|0.49|0.02|A| | 0.4607|0.0017|0.007| 20| | 0.45| 0.52|       | | | |07393+0514|I| 1| 1|O| | |  |   |       |     |     |    |S| |D| 61421|B+05 1739 |          |          |0.49|F5IV-V      |X 
H|       37740| |07 44 26.87|+24 23 53.3| 3.57| |H|116.11195237|+24.39812929| |  22.73|  -22.45|  -56.24|  0.78|  0.44|  0.83|  0.75|  0.48|-0.24| 0.50|-0.11| 0.18|-0.12|-0.07|-0.09|-0.01| 0.06|-0.26|  2|-1.17| 37740| 4.767|0.003| 3.674|0.003| | 0.932|0.002|G|0.90|0.00|G| | 3.7285|0.0004|0.004| 82| | 3.72| 3.73|       |C| | |07444+2424|I| 1| 1| | | |  |   |       |     |     |    |S| | | 62345|B+24 1759 |          |          |0.90|G8III       |X 
H|       37921| |07 46 16.22|+10 46 05.9| 5.25| |H|116.56757952|+10.76831128| |  10.44|  -30.87|  -24.45|  0.82|  0.40|  0.84|  0.86|  0.41|-0.09| 0.35|-0.08|-0.20|-0.20|-0.19|-0.15|-0.23| 0.15|-0.30|  1| 1.72| 37921| 5.269|0.002| 5.249|0.003| | 0.018|0.008|G|0.04|0.01|H| | 5.2598|0.0004|0.004|119| | 5.25| 5.27|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 62832|B+11 1670 |          |          |0.04|A1Vnn       |X 
H|       39757| |08 07 32.70|-24 18 16.0| 2.83|2|H|121.88625899|-24.30443677| |  51.99|  -83.29|   46.38|  0.35|  0.36|  0.66|  0.34|  0.32| 0.28| 0.13| 0.06|-0.02| 0.20|-0.07| 0.23|-0.26| 0.04| 0.49|  0| 0.66| 39757| 3.361|0.003| 2.874|0.002| | 0.458|0.003|T|0.42|0.04|A| | 2.9157|0.0038|0.040|293| | 2.86| 2.96|   0.14|P|1|A|08075-2418|I| 1| 1| | |S|  |   |       |     |     |    |S| |P| 67523|          |C-23  6828|P-23  3368|0.42|F2mF5IIp    |G 
H|       39863| |08 08 35.66|-02 59 01.6| 4.36| |H|122.14857362|-02.98377649| |   1.76|  -16.79|   -3.89|  0.63|  0.45|  0.88|  0.80|  0.52|-0.29| 0.29|-0.32| 0.27| 0.18|-0.10| 0.10| 0.12|-0.13|-0.20|  0|-0.51| 39863| 5.593|0.003| 4.466|0.002| | 0.970|0.040|G|0.92|0.02|A| | 4.5220|0.0008|0.006| 95| | 4.51| 4.53|       | | | |08086-0259|I| 1| 1| | | |  |   |       |     |     |    |S| | | 67594|B-02 2450 |          |          |0.92|G2Ib        |X 
H|       40526| |08 16 30.95|+09 11 08.4| 3.53| |G|124.12895101|+09.18566295| |  11.23|  -46.80|  -48.65|  1.34|  0.60|  0.97|  1.47|  0.77| 0.04| 0.27|-0.26| 0.21|-0.02|-0.18|-0.12| 0.17|-0.12| 0.22|  4| 2.10| 40526| 5.477|0.004| 3.696|0.003| | 1.481|0.006|G|1.47|0.02|A| | 3.6714|0.0010|0.006| 73| | 3.66| 3.68|       | | | |08165+0911|I| 1| 1|G| | |  |   |       |     |     |    |S| | | 69267|B+09 1917 |          |          |1.47|K4III       |X 
H|       40702| |08 18 31.27|-76 55 11.9| 4.05|1|H|124.63027850|-76.91998251| |  51.40|  109.84|  106.92|  0.48|  0.44|  0.49|  0.53|  0.50|-0.04| 0.18| 0.06|-0.03|-0.17| 0.05|-0.16| 0.15| 0.00|-0.13|  2| 1.01| 40702| 4.540|0.002| 4.105|0.002| | 0.413|0.020|G|0.49|0.02|A| | 4.1488|0.0005|0.004|106| | 4.14| 4.17|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 71243|          |          |P-76   507|0.49|F5III       |X 
H|       40843| |08 20 03.87|+27 13 07.0| 5.13| |H|125.01613464|+27.21862138| |  55.17|  -18.38| -376.26|  0.78|  0.46|  0.93|  0.86|  0.79|-0.32| 0.34|-0.29|-0.16| 0.02|-0.03|-0.06| 0.21|-0.34|-0.36|  0| 0.33| 40843| 5.689|0.004| 5.182|0.003| | 0.487|0.004|T|0.56|0.00|L| | 5.2335|0.0004|0.004| 95| | 5.23| 5.24|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 69897|B+27 1589 |          |          |0.55|F6V         |X 
H|       41704| |08 30 16.03|+60 43 06.4| 3.35| |H|127.56679232|+60.71843110| |  17.76| -134.31| -107.73|  0.40|  0.44|  0.65|  0.40|  0.47|-0.21| 0.17|-0.14| 0.35| 0.09|-0.07| 0.14|-0.22| 0.04|-0.10|  1| 2.22| 41704| 4.426|0.002| 3.450|0.002| | 0.856|0.002|T|0.87|0.00|L| | 3.5041|0.0004|0.004|134| | 3.50| 3.51|       | | | |08303+6043|I| 1| 1| | | |  |   |       |     |     |    |S| | | 71369|B+61 1054 |          |          |0.87|G4II-III    |X 
H|       41723| |08 30 28.62|-32 09 33.4| 5.61| |G|127.61924898|-32.15928753| |   2.73|  -12.67|    0.97|  0.36|  0.44|  0.62|  0.45|  0.45| 0.19| 0.02| 0.06| 0.03| 0.06| 0.13| 0.03|-0.27| 0.02| 0.16|  0| 1.09| 41723| 7.584|0.006| 5.779|0.003| | 1.509|0.003|G|1.48|0.04|E| | 5.7575|0.0005|0.006|192| | 5.75| 5.77|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 72227|          |C-31  6165|P-31  2422|1.48|K3III       |3 
H|       42515| |08 40 06.14|-35 18 29.9| 3.97| |H|130.02556894|-35.30830091| |   8.40|    9.68|  -21.18|  0.36|  0.40|  0.55|  0.39|  0.42| 0.13|-0.11| 0.01| 0.01| 0.01| 0.20| 0.01|-0.22| 0.07| 0.18|  0|-0.49| 42515| 5.138|0.002| 4.068|0.002| | 0.936|0.005|G|0.91|0.02|A| | 4.1264|0.0004|0.005|158| | 4.12| 4.13|       |C| | |08401-3519|I| 1| 1| | |S|  |   |       |     |     |    |S| | | 74006|          |C-34  5128|P-34  2846|0.91|G5II/III    |3 
H|       42828| |08 43 35.55|-33 11 11.1| 3.68|1|G|130.89811451|-33.18641133| |   3.86|  -14.28|   10.60|  0.34|  0.37|  0.53|  0.34|  0.37| 0.25| 0.06|-0.03|-0.08| 0.04| 0.07| 0.07|-0.21| 0.19| 0.40|  0|-1.67| 42828| 3.459|0.002| 3.657|0.001| |-0.180|0.010|G|-.17|0.02|A| | 3.6188|0.0005|0.005|172| | 3.61| 3.63|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 74575|          |C-32  5651|P-32  2399|-.17|B1.5III     |3 
H|       43813| |08 55 23.68|+05 56 43.9| 3.11| |G|133.84868687|+05.94552770| |  21.64|  -99.76|   14.65|  0.77|  0.55|  0.99|  1.12|  0.62|-0.13| 0.28|-0.44| 0.09| 0.43|-0.45| 0.22| 0.19|-0.11| 0.05|  0|-1.32| 43813| 4.403|0.004| 3.232|0.003| | 0.978|0.049|G|0.96|0.02|A| | 3.2803|0.0005|0.003| 60| | 3.27| 3.29|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 76294|B+06 2060 |          |          |0.96|G8III-IV    |X 
